make,name,model URL,number for sale,modified URL,pages
jaguar,E-Pace,/used-cars/jaguar/e-pace,28,https://www.carzone.ie/used-cars/jaguar/e-pace?make=jaguar&model=E-Pace&size=30,1
jaguar,E-Type,/used-cars/jaguar/e-type,2,https://www.carzone.ie/used-cars/jaguar/e-type?make=jaguar&model=E-Type&size=30,1
jaguar,F-Pace,/used-cars/jaguar/f-pace,49,https://www.carzone.ie/used-cars/jaguar/f-pace?make=jaguar&model=F-Pace&size=30,2
jaguar,F-Type,/used-cars/jaguar/f-type,1,https://www.carzone.ie/used-cars/jaguar/f-type?make=jaguar&model=F-Type&size=30,1
jaguar,I-Pace,/used-cars/jaguar/i-pace,46,https://www.carzone.ie/used-cars/jaguar/i-pace?make=jaguar&model=I-Pace&size=30,2
jaguar,Mark II,/used-cars/jaguar/mark-ii,1,https://www.carzone.ie/used-cars/jaguar/mark-ii?make=jaguar&model=Mark%20II&size=30,1
jaguar,S-Type,/used-cars/jaguar/s-type,2,https://www.carzone.ie/used-cars/jaguar/s-type?make=jaguar&model=S-Type&size=30,1
jaguar,X-Type,/used-cars/jaguar/x-type,2,https://www.carzone.ie/used-cars/jaguar/x-type?make=jaguar&model=X-Type&size=30,1
jaguar,XE,/used-cars/jaguar/xe,41,https://www.carzone.ie/used-cars/jaguar/xe?make=jaguar&model=XE&size=30,2
jaguar,XF,/used-cars/jaguar/xf,49,https://www.carzone.ie/used-cars/jaguar/xf?make=jaguar&model=XF&size=30,2
jaguar,XJ,/used-cars/jaguar/xj,9,https://www.carzone.ie/used-cars/jaguar/xj?make=jaguar&model=XJ&size=30,1
jaguar,XJ6,/used-cars/jaguar/xj6,3,https://www.carzone.ie/used-cars/jaguar/xj6?make=jaguar&model=XJ6&size=30,1
jaguar,XJR,/used-cars/jaguar/xjr,4,https://www.carzone.ie/used-cars/jaguar/xjr?make=jaguar&model=XJR&size=30,1
jaguar,XJS,/used-cars/jaguar/xjs,6,https://www.carzone.ie/used-cars/jaguar/xjs?make=jaguar&model=XJS&size=30,1
jaguar,XK,/used-cars/jaguar/xk,2,https://www.carzone.ie/used-cars/jaguar/xk?make=jaguar&model=XK&size=30,1
jaguar,XK 8,/used-cars/jaguar/xk-8,1,https://www.carzone.ie/used-cars/jaguar/xk-8?make=jaguar&model=XK%208&size=30,1
jaguar,XKR,/used-cars/jaguar/xkr,6,https://www.carzone.ie/used-cars/jaguar/xkr?make=jaguar&model=XKR&size=30,1
jeep,Avenger,/used-cars/jeep/avenger,59,https://www.carzone.ie/used-cars/jeep/avenger?make=jeep&model=Avenger&size=30,2
jeep,Cherokee,/used-cars/jeep/cherokee,4,https://www.carzone.ie/used-cars/jeep/cherokee?make=jeep&model=Cherokee&size=30,1
jeep,Compass,/used-cars/jeep/compass,22,https://www.carzone.ie/used-cars/jeep/compass?make=jeep&model=Compass&size=30,1
jeep,Grand Cherokee,/used-cars/jeep/grand-cherokee,7,https://www.carzone.ie/used-cars/jeep/grand-cherokee?make=jeep&model=Grand%20Cherokee&size=30,1
jeep,Renegade,/used-cars/jeep/renegade,26,https://www.carzone.ie/used-cars/jeep/renegade?make=jeep&model=Renegade&size=30,1
jeep,Wrangler,/used-cars/jeep/wrangler,1,https://www.carzone.ie/used-cars/jeep/wrangler?make=jeep&model=Wrangler&size=30,1
kia,Carens,/used-cars/kia/carens,25,https://www.carzone.ie/used-cars/kia/carens?make=kia&model=Carens&size=30,1
kia,Ceed,/used-cars/kia/ceed,194,https://www.carzone.ie/used-cars/kia/ceed?make=kia&model=Ceed&size=30,7
kia,e-Niro,/used-cars/kia/e-niro,51,https://www.carzone.ie/used-cars/kia/e-niro?make=kia&model=e-Niro&size=30,2
kia,e-Soul,/used-cars/kia/e-soul,5,https://www.carzone.ie/used-cars/kia/e-soul?make=kia&model=e-Soul&size=30,1
kia,EV3,/used-cars/kia/ev3,57,https://www.carzone.ie/used-cars/kia/ev3?make=kia&model=EV3&size=30,2
kia,EV6,/used-cars/kia/ev6,78,https://www.carzone.ie/used-cars/kia/ev6?make=kia&model=EV6&size=30,3
kia,EV9,/used-cars/kia/ev9,51,https://www.carzone.ie/used-cars/kia/ev9?make=kia&model=EV9&size=30,2
kia,Niro,/used-cars/kia/niro,211,https://www.carzone.ie/used-cars/kia/niro?make=kia&model=Niro&size=30,8
kia,Optima,/used-cars/kia/optima,37,https://www.carzone.ie/used-cars/kia/optima?make=kia&model=Optima&size=30,2
kia,Picanto,/used-cars/kia/picanto,108,https://www.carzone.ie/used-cars/kia/picanto?make=kia&model=Picanto&size=30,4
kia,pro_ceed,/used-cars/kia/pro-ceed,20,https://www.carzone.ie/used-cars/kia/pro-ceed?make=kia&model=pro_ceed&size=30,1
kia,Rio,/used-cars/kia/rio,73,https://www.carzone.ie/used-cars/kia/rio?make=kia&model=Rio&size=30,3
kia,Sorento,/used-cars/kia/sorento,182,https://www.carzone.ie/used-cars/kia/sorento?make=kia&model=Sorento&size=30,7
kia,Soul,/used-cars/kia/soul,21,https://www.carzone.ie/used-cars/kia/soul?make=kia&model=Soul&size=30,1
kia,Sportage,/used-cars/kia/sportage,842,https://www.carzone.ie/used-cars/kia/sportage?make=kia&model=Sportage&size=30,29
kia,Stinger,/used-cars/kia/stinger,2,https://www.carzone.ie/used-cars/kia/stinger?make=kia&model=Stinger&size=30,1
kia,Stonic,/used-cars/kia/stonic,154,https://www.carzone.ie/used-cars/kia/stonic?make=kia&model=Stonic&size=30,6
kia,Venga,/used-cars/kia/venga,18,https://www.carzone.ie/used-cars/kia/venga?make=kia&model=Venga&size=30,1
kia,XCeed,/used-cars/kia/xceed,74,https://www.carzone.ie/used-cars/kia/xceed?make=kia&model=XCeed&size=30,3
land-rover,Defender,/used-cars/land-rover/defender,103,https://www.carzone.ie/used-cars/land-rover/defender?make=land-rover&model=Defender&size=30,4
land-rover,Discovery,/used-cars/land-rover/discovery,142,https://www.carzone.ie/used-cars/land-rover/discovery?make=land-rover&model=Discovery&size=30,5
land-rover,Discovery Sport,/used-cars/land-rover/discovery-sport,142,https://www.carzone.ie/used-cars/land-rover/discovery-sport?make=land-rover&model=Discovery%20Sport&size=30,5
land-rover,Freelander,/used-cars/land-rover/freelander,3,https://www.carzone.ie/used-cars/land-rover/freelander?make=land-rover&model=Freelander&size=30,1
land-rover,Range Rover,/used-cars/land-rover/range-rover,116,https://www.carzone.ie/used-cars/land-rover/range-rover?make=land-rover&model=Range%20Rover&size=30,4
land-rover,Range Rover Evoque,/used-cars/land-rover/range-rover-evoque,161,https://www.carzone.ie/used-cars/land-rover/range-rover-evoque?make=land-rover&model=Range%20Rover%20Evoque&size=30,6
land-rover,Range Rover Sport,/used-cars/land-rover/range-rover-sport,281,https://www.carzone.ie/used-cars/land-rover/range-rover-sport?make=land-rover&model=Range%20Rover%20Sport&size=30,10
land-rover,Range Rover Velar,/used-cars/land-rover/range-rover-velar,58,https://www.carzone.ie/used-cars/land-rover/range-rover-velar?make=land-rover&model=Range%20Rover%20Velar&size=30,2
lexus,CT 200 h,/used-cars/lexus/ct-200-h,35,https://www.carzone.ie/used-cars/lexus/ct-200-h?make=lexus&model=CT%20200%20h&size=30,2
lexus,ES 300 H,/used-cars/lexus/es-300-h,28,https://www.carzone.ie/used-cars/lexus/es-300-h?make=lexus&model=ES%20300%20H&size=30,1
lexus,GS 300,/used-cars/lexus/gs-300,2,https://www.carzone.ie/used-cars/lexus/gs-300?make=lexus&model=GS%20300&size=30,1
lexus,GS 300 H,/used-cars/lexus/gs-300-h,5,https://www.carzone.ie/used-cars/lexus/gs-300-h?make=lexus&model=GS%20300%20H&size=30,1
lexus,GS 450 h,/used-cars/lexus/gs-450-h,2,https://www.carzone.ie/used-cars/lexus/gs-450-h?make=lexus&model=GS%20450%20h&size=30,1
lexus,HS 250H,/used-cars/lexus/hs-250h,4,https://www.carzone.ie/used-cars/lexus/hs-250h?make=lexus&model=HS%20250H&size=30,1
lexus,IS 200,/used-cars/lexus/is-200,2,https://www.carzone.ie/used-cars/lexus/is-200?make=lexus&model=IS%20200&size=30,1
lexus,IS 220 D,/used-cars/lexus/is-220-d,1,https://www.carzone.ie/used-cars/lexus/is-220-d?make=lexus&model=IS%20220%20D&size=30,1
lexus,IS 250,/used-cars/lexus/is-250,1,https://www.carzone.ie/used-cars/lexus/is-250?make=lexus&model=IS%20250&size=30,1
lexus,IS 300 h,/used-cars/lexus/is-300-h,32,https://www.carzone.ie/used-cars/lexus/is-300-h?make=lexus&model=IS%20300%20h&size=30,2
lexus,LBX,/used-cars/lexus/lbx,3,https://www.carzone.ie/used-cars/lexus/lbx?make=lexus&model=LBX&size=30,1
lexus,LS 500 H,/used-cars/lexus/ls-500-h,1,https://www.carzone.ie/used-cars/lexus/ls-500-h?make=lexus&model=LS%20500%20H&size=30,1
lexus,LS 600 H,/used-cars/lexus/ls-600-h,2,https://www.carzone.ie/used-cars/lexus/ls-600-h?make=lexus&model=LS%20600%20H&size=30,1
lexus,NX 300 h,/used-cars/lexus/nx-300-h,27,https://www.carzone.ie/used-cars/lexus/nx-300-h?make=lexus&model=NX%20300%20h&size=30,1
lexus,NX 350h,/used-cars/lexus/nx-350h,2,https://www.carzone.ie/used-cars/lexus/nx-350h?make=lexus&model=NX%20350h&size=30,1
lexus,NX 450 h+,/used-cars/lexus/nx-450-h-plus,22,https://www.carzone.ie/used-cars/lexus/nx-450-h-plus?make=lexus&model=NX%20450%20h%2B&size=30,1
lexus,RC 300 h,/used-cars/lexus/rc-300-h,1,https://www.carzone.ie/used-cars/lexus/rc-300-h?make=lexus&model=RC%20300%20h&size=30,1
lexus,RX 400 h,/used-cars/lexus/rx-400-h,1,https://www.carzone.ie/used-cars/lexus/rx-400-h?make=lexus&model=RX%20400%20h&size=30,1
lexus,RX 450 h,/used-cars/lexus/rx-450-h,25,https://www.carzone.ie/used-cars/lexus/rx-450-h?make=lexus&model=RX%20450%20h&size=30,1
lexus,RX 450h+,/used-cars/lexus/rx-450h-plus,6,https://www.carzone.ie/used-cars/lexus/rx-450h-plus?make=lexus&model=RX%20450h%2B&size=30,1
lexus,RX 450hL,/used-cars/lexus/rx-450hl,3,https://www.carzone.ie/used-cars/lexus/rx-450hl?make=lexus&model=RX%20450hL&size=30,1
lexus,RZ,/used-cars/lexus/rz,1,https://www.carzone.ie/used-cars/lexus/rz?make=lexus&model=RZ&size=30,1
lexus,SC 430,/used-cars/lexus/sc-430,1,https://www.carzone.ie/used-cars/lexus/sc-430?make=lexus&model=SC%20430&size=30,1
lexus,UX 250 H,/used-cars/lexus/ux-250-h,12,https://www.carzone.ie/used-cars/lexus/ux-250-h?make=lexus&model=UX%20250%20H&size=30,1
lexus,UX 300 e,/used-cars/lexus/ux-300-e,3,https://www.carzone.ie/used-cars/lexus/ux-300-e?make=lexus&model=UX%20300%20e&size=30,1
lexus,UX 300h,/used-cars/lexus/ux-300h,1,https://www.carzone.ie/used-cars/lexus/ux-300h?make=lexus&model=UX%20300h&size=30,1
mazda,CX-3,/used-cars/mazda/cx-3,14,https://www.carzone.ie/used-cars/mazda/cx-3?make=mazda&model=CX-3&size=30,1
mazda,CX-30,/used-cars/mazda/cx-30,115,https://www.carzone.ie/used-cars/mazda/cx-30?make=mazda&model=CX-30&size=30,4
mazda,CX-5,/used-cars/mazda/cx-5,218,https://www.carzone.ie/used-cars/mazda/cx-5?make=mazda&model=CX-5&size=30,8
mazda,CX-60,/used-cars/mazda/cx-60,69,https://www.carzone.ie/used-cars/mazda/cx-60?make=mazda&model=CX-60&size=30,3
mazda,CX-80,/used-cars/mazda/cx-80,28,https://www.carzone.ie/used-cars/mazda/cx-80?make=mazda&model=CX-80&size=30,1
mazda,Demio,/used-cars/mazda/demio,78,https://www.carzone.ie/used-cars/mazda/demio?make=mazda&model=Demio&size=30,3
mazda,Mazda2,/used-cars/mazda/mazda2,107,https://www.carzone.ie/used-cars/mazda/mazda2?make=mazda&model=Mazda2&size=30,4
mazda,Mazda3,/used-cars/mazda/mazda3,100,https://www.carzone.ie/used-cars/mazda/mazda3?make=mazda&model=Mazda3&size=30,4
mazda,Mazda5,/used-cars/mazda/mazda5,2,https://www.carzone.ie/used-cars/mazda/mazda5?make=mazda&model=Mazda5&size=30,1
mazda,Mazda6,/used-cars/mazda/mazda6,68,https://www.carzone.ie/used-cars/mazda/mazda6?make=mazda&model=Mazda6&size=30,3
mazda,MX-30,/used-cars/mazda/mx-30,23,https://www.carzone.ie/used-cars/mazda/mx-30?make=mazda&model=MX-30&size=30,1
mazda,MX-5,/used-cars/mazda/mx-5,27,https://www.carzone.ie/used-cars/mazda/mx-5?make=mazda&model=MX-5&size=30,1
mazda,Premacy,/used-cars/mazda/premacy,1,https://www.carzone.ie/used-cars/mazda/premacy?make=mazda&model=Premacy&size=30,1
mercedes-benz,180,/used-cars/mercedes-benz/180,2,https://www.carzone.ie/used-cars/mercedes-benz/180?make=mercedes-benz&model=180&size=30,1
mercedes-benz,190,/used-cars/mercedes-benz/190,2,https://www.carzone.ie/used-cars/mercedes-benz/190?make=mercedes-benz&model=190&size=30,1
mercedes-benz,200,/used-cars/mercedes-benz/200,1,https://www.carzone.ie/used-cars/mercedes-benz/200?make=mercedes-benz&model=200&size=30,1
mercedes-benz,220,/used-cars/mercedes-benz/220,4,https://www.carzone.ie/used-cars/mercedes-benz/220?make=mercedes-benz&model=220&size=30,1
mercedes-benz,230,/used-cars/mercedes-benz/230,2,https://www.carzone.ie/used-cars/mercedes-benz/230?make=mercedes-benz&model=230&size=30,1
mercedes-benz,250,/used-cars/mercedes-benz/250,1,https://www.carzone.ie/used-cars/mercedes-benz/250?make=mercedes-benz&model=250&size=30,1
mercedes-benz,280,/used-cars/mercedes-benz/280,3,https://www.carzone.ie/used-cars/mercedes-benz/280?make=mercedes-benz&model=280&size=30,1
mercedes-benz,300,/used-cars/mercedes-benz/300,1,https://www.carzone.ie/used-cars/mercedes-benz/300?make=mercedes-benz&model=300&size=30,1
mercedes-benz,300 SL,/used-cars/mercedes-benz/300-sl,1,https://www.carzone.ie/used-cars/mercedes-benz/300-sl?make=mercedes-benz&model=300%20SL&size=30,1
mercedes-benz,400,/used-cars/mercedes-benz/400,1,https://www.carzone.ie/used-cars/mercedes-benz/400?make=mercedes-benz&model=400&size=30,1
mercedes-benz,600,/used-cars/mercedes-benz/600,1,https://www.carzone.ie/used-cars/mercedes-benz/600?make=mercedes-benz&model=600&size=30,1
mercedes-benz,A Class,/used-cars/mercedes-benz/a-class,451,https://www.carzone.ie/used-cars/mercedes-benz/a-class?make=mercedes-benz&model=A%20Class&size=30,16
mercedes-benz,AMG,/used-cars/mercedes-benz/amg,8,https://www.carzone.ie/used-cars/mercedes-benz/amg?make=mercedes-benz&model=AMG&size=30,1
mercedes-benz,B Class,/used-cars/mercedes-benz/b-class,78,https://www.carzone.ie/used-cars/mercedes-benz/b-class?make=mercedes-benz&model=B%20Class&size=30,3
mercedes-benz,C Class,/used-cars/mercedes-benz/c-class,382,https://www.carzone.ie/used-cars/mercedes-benz/c-class?make=mercedes-benz&model=C%20Class&size=30,13
mercedes-benz,Citan,/used-cars/mercedes-benz/citan,5,https://www.carzone.ie/used-cars/mercedes-benz/citan?make=mercedes-benz&model=Citan&size=30,1
mercedes-benz,CL Class,/used-cars/mercedes-benz/cl-class,16,https://www.carzone.ie/used-cars/mercedes-benz/cl-class?make=mercedes-benz&model=CL%20Class&size=30,1
mercedes-benz,CLA Class,/used-cars/mercedes-benz/cla-class,332,https://www.carzone.ie/used-cars/mercedes-benz/cla-class?make=mercedes-benz&model=CLA%20Class&size=30,12
mercedes-benz,CLC Class,/used-cars/mercedes-benz/clc-class,1,https://www.carzone.ie/used-cars/mercedes-benz/clc-class?make=mercedes-benz&model=CLC%20Class&size=30,1
mercedes-benz,CLE,/used-cars/mercedes-benz/cle,36,https://www.carzone.ie/used-cars/mercedes-benz/cle?make=mercedes-benz&model=CLE&size=30,2
mercedes-benz,CLK Class,/used-cars/mercedes-benz/clk-class,4,https://www.carzone.ie/used-cars/mercedes-benz/clk-class?make=mercedes-benz&model=CLK%20Class&size=30,1
mercedes-benz,CLS Class,/used-cars/mercedes-benz/cls-class,43,https://www.carzone.ie/used-cars/mercedes-benz/cls-class?make=mercedes-benz&model=CLS%20Class&size=30,2
mercedes-benz,E Class,/used-cars/mercedes-benz/e-class,576,https://www.carzone.ie/used-cars/mercedes-benz/e-class?make=mercedes-benz&model=E%20Class&size=30,20
mercedes-benz,EQA,/used-cars/mercedes-benz/eqa,40,https://www.carzone.ie/used-cars/mercedes-benz/eqa?make=mercedes-benz&model=EQA&size=30,2
mercedes-benz,EQB,/used-cars/mercedes-benz/eqb,23,https://www.carzone.ie/used-cars/mercedes-benz/eqb?make=mercedes-benz&model=EQB&size=30,1
mercedes-benz,EQC,/used-cars/mercedes-benz/eqc,35,https://www.carzone.ie/used-cars/mercedes-benz/eqc?make=mercedes-benz&model=EQC&size=30,2
mercedes-benz,EQE,/used-cars/mercedes-benz/eqe,34,https://www.carzone.ie/used-cars/mercedes-benz/eqe?make=mercedes-benz&model=EQE&size=30,2
mercedes-benz,EQS,/used-cars/mercedes-benz/eqs,24,https://www.carzone.ie/used-cars/mercedes-benz/eqs?make=mercedes-benz&model=EQS&size=30,1
mercedes-benz,EQV,/used-cars/mercedes-benz/eqv,8,https://www.carzone.ie/used-cars/mercedes-benz/eqv?make=mercedes-benz&model=EQV&size=30,1
mercedes-benz,G Class,/used-cars/mercedes-benz/g-class,8,https://www.carzone.ie/used-cars/mercedes-benz/g-class?make=mercedes-benz&model=G%20Class&size=30,1
mercedes-benz,GL Class,/used-cars/mercedes-benz/gl-class,6,https://www.carzone.ie/used-cars/mercedes-benz/gl-class?make=mercedes-benz&model=GL%20Class&size=30,1
mercedes-benz,GLA Class,/used-cars/mercedes-benz/gla-class,203,https://www.carzone.ie/used-cars/mercedes-benz/gla-class?make=mercedes-benz&model=GLA%20Class&size=30,7
mercedes-benz,GLB,/used-cars/mercedes-benz/glb,107,https://www.carzone.ie/used-cars/mercedes-benz/glb?make=mercedes-benz&model=GLB&size=30,4
mercedes-benz,GLC Class,/used-cars/mercedes-benz/glc-class,217,https://www.carzone.ie/used-cars/mercedes-benz/glc-class?make=mercedes-benz&model=GLC%20Class&size=30,8
mercedes-benz,GLE Class,/used-cars/mercedes-benz/gle-class,110,https://www.carzone.ie/used-cars/mercedes-benz/gle-class?make=mercedes-benz&model=GLE%20Class&size=30,4
mercedes-benz,GLS,/used-cars/mercedes-benz/gls,4,https://www.carzone.ie/used-cars/mercedes-benz/gls?make=mercedes-benz&model=GLS&size=30,1
mercedes-benz,M Class,/used-cars/mercedes-benz/m-class,8,https://www.carzone.ie/used-cars/mercedes-benz/m-class?make=mercedes-benz&model=M%20Class&size=30,1
mercedes-benz,S Class,/used-cars/mercedes-benz/s-class,82,https://www.carzone.ie/used-cars/mercedes-benz/s-class?make=mercedes-benz&model=S%20Class&size=30,3
mercedes-benz,SL Class,/used-cars/mercedes-benz/sl-class,22,https://www.carzone.ie/used-cars/mercedes-benz/sl-class?make=mercedes-benz&model=SL%20Class&size=30,1
mercedes-benz,SLC,/used-cars/mercedes-benz/slc,2,https://www.carzone.ie/used-cars/mercedes-benz/slc?make=mercedes-benz&model=SLC&size=30,1
mercedes-benz,SLK Class,/used-cars/mercedes-benz/slk-class,8,https://www.carzone.ie/used-cars/mercedes-benz/slk-class?make=mercedes-benz&model=SLK%20Class&size=30,1
mercedes-benz,Sprinter Traveliner,/used-cars/mercedes-benz/sprinter-traveliner,2,https://www.carzone.ie/used-cars/mercedes-benz/sprinter-traveliner?make=mercedes-benz&model=Sprinter%20Traveliner&size=30,1
mercedes-benz,T Class,/used-cars/mercedes-benz/t-class,5,https://www.carzone.ie/used-cars/mercedes-benz/t-class?make=mercedes-benz&model=T%20Class&size=30,1
mercedes-benz,V Class,/used-cars/mercedes-benz/v-class,16,https://www.carzone.ie/used-cars/mercedes-benz/v-class?make=mercedes-benz&model=V%20Class&size=30,1
mercedes-benz,Viano,/used-cars/mercedes-benz/viano,1,https://www.carzone.ie/used-cars/mercedes-benz/viano?make=mercedes-benz&model=Viano&size=30,1
mercedes-benz,Vito Combi,/used-cars/mercedes-benz/vito-combi,2,https://www.carzone.ie/used-cars/mercedes-benz/vito-combi?make=mercedes-benz&model=Vito%20Combi&size=30,1
mercedes-benz,X Class,/used-cars/mercedes-benz/x-class,5,https://www.carzone.ie/used-cars/mercedes-benz/x-class?make=mercedes-benz&model=X%20Class&size=30,1
mg,4,/used-cars/mg/4,49,https://www.carzone.ie/used-cars/mg/4?make=mg&model=4&size=30,2
mg,5,/used-cars/mg/5,11,https://www.carzone.ie/used-cars/mg/5?make=mg&model=5&size=30,1
mg,Bgt,/used-cars/mg/bgt,1,https://www.carzone.ie/used-cars/mg/bgt?make=mg&model=Bgt&size=30,1
mg,Cyberster,/used-cars/mg/cyberster,5,https://www.carzone.ie/used-cars/mg/cyberster?make=mg&model=Cyberster&size=30,1
mg,GS,/used-cars/mg/gs,1,https://www.carzone.ie/used-cars/mg/gs?make=mg&model=GS&size=30,1
mg,HS,/used-cars/mg/hs,41,https://www.carzone.ie/used-cars/mg/hs?make=mg&model=HS&size=30,2
mg,MG3,/used-cars/mg/mg3,20,https://www.carzone.ie/used-cars/mg/mg3?make=mg&model=MG3&size=30,1
mg,MG4 EV,/used-cars/mg/mg4-ev,3,https://www.carzone.ie/used-cars/mg/mg4-ev?make=mg&model=MG4%20EV&size=30,1
mg,MGB,/used-cars/mg/mgb,1,https://www.carzone.ie/used-cars/mg/mgb?make=mg&model=MGB&size=30,1
mg,MGF,/used-cars/mg/mgf,1,https://www.carzone.ie/used-cars/mg/mgf?make=mg&model=MGF&size=30,1
mg,ZS,/used-cars/mg/zs,52,https://www.carzone.ie/used-cars/mg/zs?make=mg&model=ZS&size=30,2
mini,Clubman,/used-cars/mini/clubman,13,https://www.carzone.ie/used-cars/mini/clubman?make=mini&model=Clubman&size=30,1
mini,Convertible,/used-cars/mini/convertible,11,https://www.carzone.ie/used-cars/mini/convertible?make=mini&model=Convertible&size=30,1
mini,Cooper,/used-cars/mini/cooper,44,https://www.carzone.ie/used-cars/mini/cooper?make=mini&model=Cooper&size=30,2
mini,Cooper D,/used-cars/mini/cooper-d,11,https://www.carzone.ie/used-cars/mini/cooper-d?make=mini&model=Cooper%20D&size=30,1
mini,Cooper S,/used-cars/mini/cooper-s,11,https://www.carzone.ie/used-cars/mini/cooper-s?make=mini&model=Cooper%20S&size=30,1
mini,Countryman,/used-cars/mini/countryman,78,https://www.carzone.ie/used-cars/mini/countryman?make=mini&model=Countryman&size=30,3
mini,Coupe,/used-cars/mini/coupe,1,https://www.carzone.ie/used-cars/mini/coupe?make=mini&model=Coupe&size=30,1
mini,Hatch,/used-cars/mini/hatch,273,https://www.carzone.ie/used-cars/mini/hatch?make=mini&model=Hatch&size=30,10
mini,John Cooper Works,/used-cars/mini/john-cooper-works,1,https://www.carzone.ie/used-cars/mini/john-cooper-works?make=mini&model=John%20Cooper%20Works&size=30,1
mini,One,/used-cars/mini/one,8,https://www.carzone.ie/used-cars/mini/one?make=mini&model=One&size=30,1
mini,Paceman,/used-cars/mini/paceman,2,https://www.carzone.ie/used-cars/mini/paceman?make=mini&model=Paceman&size=30,1
mitsubishi,ASX,/used-cars/mitsubishi/asx,15,https://www.carzone.ie/used-cars/mitsubishi/asx?make=mitsubishi&model=ASX&size=30,1
mitsubishi,Colt,/used-cars/mitsubishi/colt,1,https://www.carzone.ie/used-cars/mitsubishi/colt?make=mitsubishi&model=Colt&size=30,1
mitsubishi,Eclipse,/used-cars/mitsubishi/eclipse,1,https://www.carzone.ie/used-cars/mitsubishi/eclipse?make=mitsubishi&model=Eclipse&size=30,1
mitsubishi,Eclipse Cross,/used-cars/mitsubishi/eclipse-cross,13,https://www.carzone.ie/used-cars/mitsubishi/eclipse-cross?make=mitsubishi&model=Eclipse%20Cross&size=30,1
mitsubishi,L200,/used-cars/mitsubishi/l200,10,https://www.carzone.ie/used-cars/mitsubishi/l200?make=mitsubishi&model=L200&size=30,1
mitsubishi,Lancer,/used-cars/mitsubishi/lancer,1,https://www.carzone.ie/used-cars/mitsubishi/lancer?make=mitsubishi&model=Lancer&size=30,1
mitsubishi,Mirage,/used-cars/mitsubishi/mirage,64,https://www.carzone.ie/used-cars/mitsubishi/mirage?make=mitsubishi&model=Mirage&size=30,3
mitsubishi,Outlander,/used-cars/mitsubishi/outlander,90,https://www.carzone.ie/used-cars/mitsubishi/outlander?make=mitsubishi&model=Outlander&size=30,3
mitsubishi,Pajero,/used-cars/mitsubishi/pajero,4,https://www.carzone.ie/used-cars/mitsubishi/pajero?make=mitsubishi&model=Pajero&size=30,1
mitsubishi,Space Star,/used-cars/mitsubishi/space-star,19,https://www.carzone.ie/used-cars/mitsubishi/space-star?make=mitsubishi&model=Space%20Star&size=30,1
nissan,300 ZX,/used-cars/nissan/300-zx,3,https://www.carzone.ie/used-cars/nissan/300-zx?make=nissan&model=300%20ZX&size=30,1
nissan,Ariya,/used-cars/nissan/ariya,52,https://www.carzone.ie/used-cars/nissan/ariya?make=nissan&model=Ariya&size=30,2
nissan,Clipper,/used-cars/nissan/clipper,1,https://www.carzone.ie/used-cars/nissan/clipper?make=nissan&model=Clipper&size=30,1
nissan,Cube,/used-cars/nissan/cube,1,https://www.carzone.ie/used-cars/nissan/cube?make=nissan&model=Cube&size=30,1
nissan,Juke,/used-cars/nissan/juke,567,https://www.carzone.ie/used-cars/nissan/juke?make=nissan&model=Juke&size=30,19
nissan,Latio,/used-cars/nissan/latio,1,https://www.carzone.ie/used-cars/nissan/latio?make=nissan&model=Latio&size=30,1
nissan,Leaf,/used-cars/nissan/leaf,130,https://www.carzone.ie/used-cars/nissan/leaf?make=nissan&model=Leaf&size=30,5
nissan,March,/used-cars/nissan/march,62,https://www.carzone.ie/used-cars/nissan/march?make=nissan&model=March&size=30,3
nissan,Micra,/used-cars/nissan/micra,215,https://www.carzone.ie/used-cars/nissan/micra?make=nissan&model=Micra&size=30,8
nissan,Navara,/used-cars/nissan/navara,24,https://www.carzone.ie/used-cars/nissan/navara?make=nissan&model=Navara&size=30,1
nissan,Note,/used-cars/nissan/note,174,https://www.carzone.ie/used-cars/nissan/note?make=nissan&model=Note&size=30,6
nissan,NV200,/used-cars/nissan/nv200,4,https://www.carzone.ie/used-cars/nissan/nv200?make=nissan&model=NV200&size=30,1
nissan,NV300 Combi,/used-cars/nissan/nv300-combi,1,https://www.carzone.ie/used-cars/nissan/nv300-combi?make=nissan&model=NV300%20Combi&size=30,1
nissan,Patrol,/used-cars/nissan/patrol,1,https://www.carzone.ie/used-cars/nissan/patrol?make=nissan&model=Patrol&size=30,1
nissan,Pixo,/used-cars/nissan/pixo,1,https://www.carzone.ie/used-cars/nissan/pixo?make=nissan&model=Pixo&size=30,1
nissan,Pulsar,/used-cars/nissan/pulsar,38,https://www.carzone.ie/used-cars/nissan/pulsar?make=nissan&model=Pulsar&size=30,2
nissan,Qashqai,/used-cars/nissan/qashqai,1134,https://www.carzone.ie/used-cars/nissan/qashqai?make=nissan&model=Qashqai&size=30,38
nissan,Qashqai +2,/used-cars/nissan/qashqai--plus2,12,https://www.carzone.ie/used-cars/nissan/qashqai--plus2?make=nissan&model=Qashqai%20%2B2&size=30,1
nissan,Serena,/used-cars/nissan/serena,25,https://www.carzone.ie/used-cars/nissan/serena?make=nissan&model=Serena&size=30,1
nissan,Tiida,/used-cars/nissan/tiida,2,https://www.carzone.ie/used-cars/nissan/tiida?make=nissan&model=Tiida&size=30,1
nissan,Townstar,/used-cars/nissan/townstar,3,https://www.carzone.ie/used-cars/nissan/townstar?make=nissan&model=Townstar&size=30,1
